,hint,origin,roots,word
909,?［?（?）= out of 外；?＝to ?and 站立；?（?）?＝the ?ate 表状态→“the ?ate of ?anding out of one's own place 站到自身位置之外去”→“the ?ate of being driven out of mind 魂不守舍的状态”→］? being put out of the normal mental ?ate; excessive joy 出神，入迷；狂喜／He li?ened to the music with ?. 他听音乐听得出了神。,ecstasy［ec-（ex-）= out of 外；st＝to stand 站立；-asy（-acy）n.＝the state 表状态→“the state of standing out of one's own place 站到自身位置之外去”→“the state of being driven out of mind 魂不守舍的状态”→］n. being put out of the normal mental state; excessive joy 出神，入迷；狂喜／He listened to the music with ecstasy. 他听音乐听得出了神。,"['ec-', 'ex-', 'st', '-asy', '-acy', 'n.']",ecstasy
910,?［?＝in the way 拦阻；?＝to ?and 站立；?＝thing 物→］? anything that ?ands in the way and hinders advance 障碍物／We mu? overcome ?s to progress. 我们要排除前进的障碍。,obstacle［ob-＝in the way 拦阻；st＝to stand 站立；-acle n.＝thing 物→］n. anything that stands in the way and hinders advance 障碍物／We must overcome obstacles to progress. 我们要排除前进的障碍。,"['ob-', 'st', '-acle n.']",obstacle
911,"?［?＝behind 后面；?＝to ?and 站立→“to ?and behind 站在后头”→］Ⅰ? ① ?ay, or remain 停留；余下 ② remain or ?ill be 保持着；依然是／The affair ?s a riddle. 这件事依然是个谜。→ Ⅱ? persons that ?ill remain; what is left 其余的人；剩余部分／Ten of us will go; the ? are to ?ay here. 我们去10个人，其余的留在这儿。","rest［re-＝behind 后面；st＝to stand 站立→“to stand behind 站在后头”→］Ⅰv. ① stay, or remain 停留；余下 ② remain or still be 保持着；依然是／The affair rests a riddle. 这件事依然是个谜。→ Ⅱn. persons that still remain; what is left 其余的人；剩余部分／Ten of us will go; the rest are to stay here. 我们去10个人，其余的留在这儿。","['re-', 'st', 'v.']",rest
912,"?［?＝to draw tight 拉紧；?＝? …的→“drawing a rope tight, so binding sth 拉紧绳子的，即绑紧某物的”→］?（rules or conditions）very severe or strictly controlled（规定或条件）严厉的／The drug-testing procedures in the country are the most ? in the world. 该国的药检程序是全球最严厉的。","stringent［string＝to draw tight 拉紧；-ent a.＝-ing …的→“drawing a rope tight, so binding sth 拉紧绳子的，即绑紧某物的”→］a.（rules or conditions）very severe or strictly controlled（规定或条件）严厉的／The drug-testing procedures in the country are the most stringent in the world. 该国的药检程序是全球最严厉的。","['string', '-ent a.', '-ing']",stringent
913,?［?＝again 再；?＝to draw tight 拉紧→“to draw tight again or bind strongly 再拉紧，即绑得结实”→］? ① control the movement of 控制；约束／The dam has ?ed the flow of the river downstream. 堤坝已经控制了这条河往下游的流量。② keep sth within limits 限制；限定／They ? the number of visitors to 200 per day. 他们把参观人数限定为每天200人。,restrict［re-＝again 再；strict＝to draw tight 拉紧→“to draw tight again or bind strongly 再拉紧，即绑得结实”→］v. ① control the movement of 控制；约束／The dam has restricted the flow of the river downstream. 堤坝已经控制了这条河往下游的流量。② keep sth within limits 限制；限定／They restrict the number of visitors to 200 per day. 他们把参观人数限定为每天200人。,"['re-', 'strict']",restrict
914,"?［?（?）= together with 与…一起；?＝to draw tight 拉紧→“to draw tight or bind sb with sth 把某人与某物紧紧绑在一起”→］? ① force sb to do sth that he does not want to do 强迫，迫使／He should have shouted, but felt ?ed to lower his voice for some reason. 他本该叫喊起来，但不知为什么，却感到必须放低声音。② limit one's freedom to do sth 限制，约束／Family commitments often ? women to achieve more. 家庭责任往往限制了妇女的进一步成就。","constrain［con-（com-）= together with 与…一起；strain＝to draw tight 拉紧→“to draw tight or bind sb with sth 把某人与某物紧紧绑在一起”→］v. ① force sb to do sth that he does not want to do 强迫，迫使／He should have shouted, but felt constrained to lower his voice for some reason. 他本该叫喊起来，但不知为什么，却感到必须放低声音。② limit one's freedom to do sth 限制，约束／Family commitments often constrain women to achieve more. 家庭责任往往限制了妇女的进一步成就。","['con-', 'com-', 'strain']",constrain
915,?［?（?）= apart 分开；?＝to draw tight 拉紧→“to draw tight one's heart apart 把一个人的心拉紧撕开”→］Ⅰ? make sb feel very unhappy or upset 使苦恼；使忧虑／It ?es him to think that he has no hopes at all. 想到自己毫无希望，他很苦恼。→ Ⅱ? ① unhappy or upset feeling 苦恼；忧虑／Jealousy only causes ? and painful emotio? 嫉妒只会带来烦恼和痛苦。② difficult situation caused by lack of basic needs 贫困；困苦／Many people in the world are still in economic ?. 这世界上还有许多人陷于经济困境之中。,distress［di-（dis-）= apart 分开；stress＝to draw tight 拉紧→“to draw tight one's heart apart 把一个人的心拉紧撕开”→］Ⅰv. make sb feel very unhappy or upset 使苦恼；使忧虑／It distresses him to think that he has no hopes at all. 想到自己毫无希望，他很苦恼。→ Ⅱn. ① unhappy or upset feeling 苦恼；忧虑／Jealousy only causes distress and painful emotion. 嫉妒只会带来烦恼和痛苦。② difficult situation caused by lack of basic needs 贫困；困苦／Many people in the world are still in economic distress. 这世界上还有许多人陷于经济困境之中。,"['di-', 'dis-', 'stress', 'v.']",distress
916,?［?＝before 在前面；?（?在法语中的变体）= to draw tight 拉紧；?→“（a conjurer's）drawing tight（a piece of cloth）before one's eyes（魔法师）在人的眼前拉紧（一块布）”→“illusion produced by a conjurer 魔法师制造的幻觉”→“dazzling impression 令人头晕目眩的印象”→］? high respect resulted from a good reputation 威信，威望／All these efforts build up the ? of the United Nations in the world. 所有这些努力造就了联合国在国际上的威望。② admiration caused by success 声望，名望／The new move was designed to restore his personal ?. 新的举措旨在恢复他个人的名望。,prestige［pre-＝before 在前面；stig（string在法语中的变体）= to draw tight 拉紧；-e→“（a conjurer's）drawing tight（a piece of cloth）before one's eyes（魔法师）在人的眼前拉紧（一块布）”→“illusion produced by a conjurer 魔法师制造的幻觉”→“dazzling impression 令人头晕目眩的印象”→］n. high respect resulted from a good reputation 威信，威望／All these efforts build up the prestige of the United Nations in the world. 所有这些努力造就了联合国在国际上的威望。② admiration caused by success 声望，名望／The new move was designed to restore his personal prestige. 新的举措旨在恢复他个人的名望。,"['pre-', 'stig', 'string', '-e']",prestige
917,?［?＝apart 分开；?＝to draw tight 拉紧→“sth being drawn tight and torn apart 被拉紧撕开的某物”→“sth being divided into parts 某物被分成几部分”→］? ① one of the area into which a country is divided for official purpose 行政区／You have to apply to the ? health authority. 你要向该地区的卫生当局申请。② part of a town or country 地区，区域／He works in the new financial ?. 他在新的金融区工作。,district［dis-＝apart 分开；strict＝to draw tight 拉紧→“sth being drawn tight and torn apart 被拉紧撕开的某物”→“sth being divided into parts 某物被分成几部分”→］n. ① one of the area into which a country is divided for official purpose 行政区／You have to apply to the district health authority. 你要向该地区的卫生当局申请。② part of a town or country 地区，区域／He works in the new financial district. 他在新的金融区工作。,"['dis-', 'strict']",district
918,?［? （?）＝together 一起；?＝to draw tight 拉紧→“to draw together tight 紧紧地拉在一起”→］? ① become narrower or smaller 紧缩；压缩／His throat ?ed so he felt difficult to speak. 他喉头发紧，连说话都感到困难。② limit one's freedom of doing sth 限制，约束／Fears of crime ? some people's lives. 对犯罪行为的恐惧制约了部分人的生活。,constrict［con- （com-）＝together 一起；strict＝to draw tight 拉紧→“to draw together tight 紧紧地拉在一起”→］v. ① become narrower or smaller 紧缩；压缩／His throat constricted so he felt difficult to speak. 他喉头发紧，连说话都感到困难。② limit one's freedom of doing sth 限制，约束／Fears of crime constrict some people's lives. 对犯罪行为的恐惧制约了部分人的生活。,"['con-', 'com-', 'strict']",constrict
